distance,speed,weather,isOpen,favorite,clickCount,lastClickedDate,theme,fclass,cluster_score,colocation_score,interestScore
1.4,14.43,3,1,1,7,0,0,55,0.623,0.758,0.0
3.55,3.79,2,1,0,2,407,2,64,0.291,0.284,0.0
2.14,10.6,2,1,1,7,16,4,64,0.61,0.616,0.0
2.28,34.1,1,1,0,8,23,2,72,0.513,0.524,0.0
0.61,3.69,3,0,0,6,71,1,24,0.372,0.471,0.0
3.51,3.83,3,1,1,10,22,4,2,0.378,0.591,0.0
1.29,6.08,2,1,1,0,159,3,33,0.378,0.353,0.0
0.45,6.9,2,1,0,2,31,2,71,0.314,0.36,0.0
10.94,6.88,1,1,0,1,154,0,52,0.272,0.3,0.0
15.8,5.0,2,1,0,6,58,4,9,0.462,0.394,0.0
2.08,4.59,1,1,1,12,13,0,29,0.727,0.779,0.0
1.86,45.37,1,0,0,7,149,0,13,0.416,0.555,0.0
0.9,4.9,2,1,0,8,17,5,36,0.301,0.521,0.0
3.57,4.22,2,0,1,5,109,3,2,0.406,0.456,0.0
19.38,4.46,3,0,1,26,8,4,34,0.61,0.796,0.0
2.17,16.82,2,1,1,1,445,2,36,0.374,0.101,0.0
19.53,11.33,1,1,1,4,97,1,34,0.312,0.323,0.0
92.39,12.29,1,1,0,4,64,3,37,0.104,0.117,0.0
0.35,38.86,1,0,0,0,440,1,4,0.137,0.15,0.0
0.53,17.61,3,1,0,4,576,1,37,0.285,0.178,0.0
0.48,34.34,2,0,0,3,69,5,70,0.549,0.514,0.0
9.23,3.27,3,1,0,0,87,4,63,0.339,0.36,0.0
8.69,19.82,2,0,1,2,129,2,16,0.314,0.325,0.0
0.43,5.64,2,1,0,6,134,2,54,0.534,0.517,0.473
0.67,3.17,3,1,0,1,158,2,39,0.386,0.333,0.0
3.52,18.21,3,0,1,10,18,0,63,0.509,0.46,0.0
0.53,34.86,1,1,0,2,270,4,70,0.257,0.313,0.0
15.15,46.95,1,1,0,3,479,5,8,0.291,0.261,0.0
0.27,5.69,1,0,1,4,448,0,51,0.156,0.358,0.0
1.22,3.79,1,1,0,19,18,4,24,0.79,0.767,0.0
0.93,13.4,1,0,0,8,30,1,24,0.555,0.38,0.0
0.62,5.75,2,1,0,1,131,2,52,0.264,0.338,0.0
1.5,15.04,1,0,1,2,230,2,15,0.168,0.348,0.0
0.07,5.35,3,1,0,0,55,2,14,0.177,0.349,0.396
0.41,4.88,2,0,1,5,405,3,50,0.24,0.324,0.0
1.82,3.54,2,1,0,1,321,0,35,0.366,0.221,0.256
56.81,10.15,2,0,1,7,74,5,3,0.408,0.584,0.0
4.58,5.47,2,1,1,10,63,4,0,0.394,0.478,0.0
18.94,6.62,3,1,0,0,206,0,61,0.33,0.267,0.0
2.55,3.64,3,1,0,3,93,3,14,0.421,0.303,0.0
0.48,28.52,2,0,1,10,22,3,35,0.645,0.622,0.0
1.04,6.53,1,1,1,10,28,0,34,0.337,0.523,0.726
3.15,4.33,1,1,0,4,105,0,49,0.319,0.332,0.0
5.01,3.32,1,1,1,11,24,3,59,0.792,0.68,0.0
1.52,5.66,2,1,1,10,27,2,12,0.553,0.437,0.0
0.28,5.14,1,1,1,0,251,3,58,0.243,0.344,0.0
0.08,43.34,1,1,1,5,195,2,57,0.165,0.145,0.0
0.06,13.01,2,1,1,6,28,4,29,0.65,0.749,0.0
0.76,6.63,2,1,1,5,67,0,3,0.234,0.227,0.0
3.12,4.04,1,0,1,8,29,0,52,0.495,0.401,0.0
1.63,3.17,1,0,0,3,131,1,9,0.123,0.278,0.0
2.09,6.91,1,1,1,3,543,2,35,0.301,0.224,0.0
1.12,5.24,2,1,1,3,108,2,38,0.319,0.349,0.0
5.0,5.24,3,1,1,9,24,1,17,0.303,0.597,0.0
5.0,26.18,3,1,0,3,72,1,17,0.113,0.268,0.0
2.22,36.87,1,1,0,1,574,1,19,0.392,0.134,0.0
1.9,44.67,1,1,1,5,108,5,49,0.398,0.578,0.0
47.77,5.37,3,1,0,0,478,3,61,0.159,0.177,0.0
0.14,17.7,1,0,1,6,62,4,74,0.399,0.561,0.571
1.14,6.37,2,1,0,9,51,2,58,0.5,0.596,0.0
0.67,33.2,2,1,0,3,126,1,8,0.217,0.295,0.0
2.76,3.92,1,0,1,4,49,4,74,0.451,0.336,0.263
0.31,46.65,1,1,1,7,144,1,36,0.564,0.552,0.0
1.91,6.28,3,1,0,5,97,4,15,0.496,0.48,0.0
5.0,5.85,2,1,0,3,104,5,30,0.21,0.346,0.0
8.77,3.83,1,1,1,3,471,4,20,0.339,0.108,0.0
11.61,33.44,3,0,0,3,164,3,30,0.372,0.249,0.0
0.24,4.69,1,1,0,7,122,4,39,0.378,0.506,0.0
0.74,14.92,2,0,1,6,3,4,55,0.742,0.619,0.0
0.03,35.47,2,1,0,10,11,1,5,0.61,0.757,0.0
0.25,3.98,3,1,0,5,140,1,13,0.102,0.198,0.0
0.27,4.76,1,1,1,5,76,5,72,0.388,0.318,0.0
33.18,3.52,2,1,1,5,56,0,19,0.563,0.538,0.0
0.62,5.98,1,1,0,10,175,1,26,0.587,0.391,0.0
4.21,4.24,3,1,0,7,138,2,15,0.54,0.546,0.0
18.82,4.44,3,1,0,2,79,2,68,0.347,0.241,0.0
1.17,3.63,1,1,0,0,100,5,21,0.245,0.256,0.0
5.93,5.76,3,0,1,18,24,2,36,0.759,0.764,0.0
0.33,5.98,2,1,0,4,547,2,19,0.384,0.115,0.0
1.7,3.24,2,1,1,2,98,5,0,0.347,0.341,0.0
4.23,4.09,1,0,0,2,164,0,10,0.303,0.362,0.013
1.7,6.78,1,1,1,3,360,2,60,0.297,0.156,0.0
4.97,6.04,1,1,0,4,125,1,66,0.449,0.355,0.0
2.82,4.88,2,1,1,2,80,2,6,0.244,0.126,0.0
0.93,5.61,1,1,0,10,25,3,11,0.741,0.605,0.495
0.07,11.32,2,1,1,3,139,3,46,0.261,0.367,0.722
3.24,6.72,3,1,0,4,280,4,57,0.155,0.392,0.0
1.1,11.31,3,1,1,4,65,4,4,0.481,0.347,0.0
11.13,3.1,1,1,1,8,136,4,64,0.442,0.447,0.0
87.92,4.2,1,1,0,3,155,3,40,0.401,0.578,0.0
1.41,13.73,2,1,0,8,152,2,5,0.316,0.511,0.0
0.32,19.05,1,1,1,3,37,2,18,0.434,0.313,0.0
89.25,16.0,2,1,1,5,83,1,46,0.154,0.243,0.0
1.98,5.97,1,1,1,7,16,5,6,0.439,0.515,0.0
0.02,5.43,2,1,0,2,130,1,9,0.367,0.313,0.0
10.87,6.48,3,1,0,4,9,4,37,0.725,0.629,0.0
15.25,4.35,2,1,1,5,58,2,2,0.322,0.297,0.0
0.59,17.42,2,0,1,5,79,4,22,0.385,0.313,0.0
18.23,14.27,2,1,1,7,57,0,74,0.439,0.46,0.0
0.26,35.23,3,1,0,5,97,0,40,0.177,0.303,0.391
0.76,19.65,3,1,1,3,99,3,54,0.386,0.405,0.0
0.92,5.53,2,0,0,3,320,3,73,0.186,0.131,0.0
14.52,11.06,3,1,0,3,424,0,59,0.287,0.202,0.0
0.8,4.64,2,1,1,1,499,5,17,0.279,0.284,0.0
10.46,6.42,2,0,1,0,312,0,52,0.244,0.335,0.0
36.74,3.44,3,0,1,9,54,0,40,0.494,0.42,0.0
0.36,3.53,2,1,1,5,395,4,14,0.273,0.104,0.0
0.79,5.97,1,1,0,28,7,0,2,0.746,0.77,0.0
0.17,5.78,1,1,0,1,114,4,61,0.156,0.301,0.0
11.57,29.53,1,0,0,2,474,3,35,0.331,0.12,0.0
75.2,4.2,3,1,0,4,189,5,46,0.116,0.224,0.0
5.0,35.02,1,1,1,3,61,2,63,0.325,0.535,0.0
1.73,3.89,1,0,1,10,7,2,26,0.716,0.664,0.0
1.5,30.86,1,0,0,10,39,0,9,0.344,0.579,0.371
1.28,39.19,2,0,1,0,115,5,57,0.379,0.359,0.0
11.03,17.7,1,1,0,1,436,1,31,0.141,0.161,0.273
0.04,5.51,2,1,1,18,2,2,51,0.793,0.673,0.0
17.86,15.54,1,1,1,8,174,2,59,0.596,0.523,0.0
0.47,5.31,1,1,0,0,89,4,44,0.175,0.101,0.0
3.03,44.7,3,1,1,7,53,5,28,0.521,0.525,0.0
3.24,12.71,1,1,0,5,122,0,31,0.595,0.436,0.0
0.59,14.48,1,1,0,1,299,0,13,0.124,0.393,0.0
66.81,5.46,1,0,0,0,597,5,44,0.223,0.152,0.0
11.31,4.76,3,1,1,5,436,1,8,0.205,0.354,0.0
1.88,6.05,3,1,0,4,26,0,71,0.276,0.382,0.0
0.21,3.28,1,1,1,3,487,0,57,0.12,0.263,0.645
1.52,3.79,1,1,1,2,588,2,62,0.151,0.388,0.587
0.07,6.52,1,0,1,5,12,2,46,0.589,0.33,0.0
0.28,3.59,1,1,1,3,526,2,50,0.104,0.302,0.0
15.38,19.95,3,1,0,4,536,0,16,0.227,0.154,0.0
0.71,3.12,1,1,0,1,203,3,53,0.258,0.179,0.38
33.54,4.37,3,0,0,10,103,5,6,0.327,0.544,0.0
2.84,5.62,1,1,0,3,12,1,53,0.474,0.312,0.0
19.75,10.44,1,1,1,3,111,2,14,0.339,0.386,0.0
0.92,5.55,3,1,0,5,164,4,43,0.436,0.301,0.0
0.06,6.0,1,1,0,0,508,2,53,0.204,0.361,0.0
0.92,5.07,1,1,1,0,457,3,53,0.261,0.228,0.659
6.01,43.96,1,1,0,1,93,1,45,0.12,0.289,0.0
0.89,4.54,1,1,1,12,5,5,60,0.629,0.787,0.0
0.06,49.69,2,1,0,3,54,3,52,0.432,0.577,0.472
0.32,10.26,2,1,0,4,82,1,56,0.193,0.101,0.351
10.07,5.13,3,1,1,1,37,5,51,0.439,0.331,0.0
2.07,10.63,2,0,1,9,143,0,28,0.551,0.323,0.0
1.47,42.01,3,1,1,1,47,1,60,0.353,0.384,0.0
12.05,33.55,2,1,0,6,97,0,23,0.419,0.594,0.11
7.15,4.7,3,1,1,0,326,1,7,0.217,0.171,0.0
0.87,5.08,2,1,0,0,463,0,29,0.309,0.179,0.0
0.25,6.11,1,1,1,3,131,1,21,0.26,0.359,0.0
2.83,3.16,3,1,1,4,43,5,71,0.415,0.493,0.0
8.98,29.03,3,0,1,10,20,5,58,0.539,0.418,0.0
1.14,3.76,1,1,0,4,138,0,6,0.343,0.365,0.0
0.27,4.3,3,0,1,3,64,3,2,0.354,0.431,0.527
1.19,6.25,1,0,0,6,76,1,15,0.583,0.33,0.0
0.74,4.75,2,0,0,3,153,0,28,0.459,0.359,0.0
12.34,5.08,1,1,1,10,102,2,43,0.561,0.347,0.0
0.99,45.41,3,1,0,8,19,5,73,0.623,0.698,0.0
0.66,6.43,2,1,1,2,500,0,70,0.381,0.117,0.629
0.45,5.48,2,1,1,3,16,0,36,0.517,0.534,0.795
29.45,6.85,2,1,0,3,388,4,51,0.281,0.286,0.0
1.31,4.63,2,1,0,0,190,0,51,0.232,0.172,0.0
3.96,11.52,2,0,1,3,18,0,28,0.647,0.657,0.0
1.06,6.15,2,1,1,4,40,0,56,0.445,0.526,0.0
1.13,32.02,2,1,1,7,112,2,27,0.529,0.577,0.0
0.58,28.49,2,1,0,5,123,4,64,0.243,0.363,0.0
6.21,39.76,1,1,1,15,9,3,43,0.74,0.69,0.0
0.4,29.5,3,1,1,2,364,0,10,0.265,0.295,0.706
0.48,34.44,2,1,1,4,138,4,35,0.488,0.481,0.0
0.47,5.47,1,1,0,22,2,0,15,0.796,0.623,0.779
17.74,6.91,3,1,1,4,56,4,71,0.269,0.36,0.0
0.23,15.47,1,1,0,4,165,0,20,0.271,0.267,0.0
3.03,6.0,1,1,1,7,21,0,28,0.642,0.716,0.0
5.0,16.72,3,1,0,2,142,1,15,0.369,0.34,0.0
16.56,6.57,3,1,1,0,466,3,73,0.142,0.106,0.0
57.69,39.74,3,0,0,7,127,2,41,0.344,0.528,0.0
41.15,33.72,1,1,1,6,25,5,7,0.632,0.706,0.0
0.92,12.07,1,1,1,9,3,3,58,0.635,0.73,0.0
0.1,3.86,1,1,0,5,64,3,66,0.419,0.493,0.0
2.3,13.57,2,1,1,3,353,2,67,0.166,0.38,0.0
2.06,6.72,3,0,1,8,21,3,16,0.445,0.416,0.0
0.54,12.79,1,0,0,25,12,3,14,0.792,0.669,0.0
3.16,31.23,1,1,0,5,77,2,33,0.391,0.333,0.0
3.05,41.21,3,0,0,5,420,0,45,0.302,0.114,0.246
58.23,10.83,2,0,0,3,148,3,2,0.329,0.343,0.0
2.29,5.45,2,0,0,8,175,5,63,0.542,0.442,0.0
1.02,43.09,2,1,1,8,150,2,3,0.558,0.485,0.0
1.88,5.95,1,0,1,10,24,3,11,0.416,0.434,0.45
3.16,6.96,1,1,0,3,16,1,57,0.734,0.603,0.0
0.67,5.58,2,1,0,8,31,1,68,0.584,0.493,0.0
93.93,15.06,3,0,1,4,163,0,5,0.511,0.327,0.0
2.34,17.77,3,0,1,6,163,0,55,0.535,0.483,0.0
9.61,3.82,3,1,0,4,151,3,10,0.314,0.323,0.0
75.49,18.57,2,1,0,4,221,2,59,0.284,0.11,0.0
3.85,3.96,2,1,0,2,101,2,47,0.339,0.323,0.0
5.0,14.53,2,1,0,0,170,5,32,0.313,0.343,0.0
0.62,49.07,3,0,1,8,154,1,69,0.318,0.572,0.0
1.27,6.39,2,1,1,9,50,3,1,0.425,0.568,0.0
92.32,6.3,2,1,0,6,152,2,30,0.579,0.382,0.0
15.58,3.73,3,1,1,3,160,5,21,0.422,0.408,0.0
14.3,28.29,3,0,0,8,82,5,47,0.32,0.577,0.0
0.69,4.49,2,1,1,7,88,1,14,0.432,0.419,0.0
15.67,3.98,2,1,0,1,102,5,31,0.394,0.395,0.0
0.09,14.38,2,1,1,4,95,0,63,0.306,0.386,0.0
0.04,40.65,2,1,1,5,54,1,31,0.364,0.518,0.776
5.0,10.09,1,1,0,4,61,4,74,0.588,0.439,0.424
0.5,6.0,2,1,0,7,30,1,1,0.464,0.405,0.0
8.41,3.08,1,1,0,1,512,4,12,0.272,0.151,0.0
2.52,3.47,2,1,0,6,56,2,64,0.594,0.493,0.0
0.33,3.41,1,1,0,3,386,3,54,0.141,0.138,0.0
1.23,5.51,1,1,1,8,142,0,51,0.4,0.503,0.0
91.13,17.39,2,1,1,3,93,2,51,0.286,0.38,0.0
32.31,4.75,1,0,0,1,501,1,20,0.187,0.2,0.0
0.28,39.11,2,1,1,4,66,0,33,0.387,0.39,0.758
1.72,3.25,2,1,0,1,55,2,45,0.331,0.438,0.0
0.13,6.64,3,1,0,0,152,2,65,0.258,0.276,0.0
7.71,6.42,1,1,0,5,142,2,26,0.241,0.365,0.0
7.15,25.72,3,1,0,2,129,2,59,0.311,0.317,0.0
1.02,5.51,1,1,1,10,43,5,47,0.375,0.491,0.0
10.85,5.65,1,1,1,0,21,1,7,0.335,0.456,0.0
2.05,10.93,3,0,1,9,24,0,44,0.377,0.497,0.0
40.94,4.52,1,1,0,3,71,0,36,0.468,0.544,0.0
0.53,5.77,2,1,0,5,258,2,49,0.298,0.181,0.0
71.57,6.31,1,1,0,4,31,4,51,0.46,0.447,0.0
1.47,35.98,3,1,0,10,35,0,31,0.501,0.414,0.0
0.12,4.26,1,1,0,3,78,0,57,0.375,0.361,0.438
0.45,14.75,2,1,0,5,50,3,13,0.521,0.512,0.0
1.05,6.96,3,1,0,3,249,0,44,0.182,0.178,0.0
4.61,6.04,3,0,0,3,457,5,56,0.176,0.318,0.0
1.14,11.43,2,0,0,1,387,0,63,0.223,0.222,0.0
2.67,25.21,1,1,0,7,121,4,13,0.553,0.519,0.0
1.24,17.29,1,1,0,5,24,1,66,0.468,0.587,0.0
98.37,14.79,1,1,1,9,11,4,65,0.613,0.687,0.0
1.71,44.5,1,0,0,0,291,0,17,0.181,0.323,0.319
3.4,5.65,1,1,0,2,205,4,22,0.242,0.292,0.0
1.87,19.64,3,1,1,8,12,1,47,0.685,0.603,0.0
2.34,5.42,2,1,1,3,464,0,73,0.241,0.256,0.0
0.39,11.81,1,1,0,2,106,0,42,0.371,0.151,0.39
1.76,5.7,1,1,1,1,36,1,62,0.211,0.36,0.0
1.27,35.45,3,0,1,5,86,1,2,0.359,0.306,0.0
70.48,4.48,3,1,0,2,443,3,7,0.35,0.237,0.0
0.68,25.14,1,1,0,4,33,4,6,0.442,0.486,0.463
11.93,6.93,3,0,1,5,466,4,41,0.221,0.131,0.0
2.11,35.67,2,1,0,0,175,2,3,0.319,0.38,0.0
8.61,18.84,1,0,0,0,592,2,38,0.217,0.224,0.0
17.93,4.84,3,1,1,3,68,3,48,0.235,0.191,0.0
3.32,19.38,3,1,1,10,107,2,57,0.456,0.535,0.0
0.6,4.06,1,1,0,4,12,0,60,0.7,0.689,0.509
1.37,5.3,3,0,0,1,591,2,38,0.275,0.266,0.0
0.64,13.73,3,1,1,21,8,0,1,0.752,0.731,0.0
1.39,3.84,1,1,1,2,184,5,73,0.307,0.139,0.0
1.2,3.06,2,1,1,3,91,3,8,0.361,0.337,0.0
0.85,6.0,1,1,1,6,170,1,44,0.518,0.427,0.0
0.23,39.2,2,1,1,28,9,3,37,0.661,0.775,0.0
99.66,5.43,1,1,1,19,2,1,5,0.753,0.674,0.0
0.56,28.67,1,1,1,0,78,2,0,0.256,0.4,0.726
2.09,17.79,3,1,1,9,102,4,59,0.554,0.484,0.721
62.57,13.95,1,0,1,10,21,2,68,0.627,0.72,0.0
4.18,3.54,1,0,0,3,57,2,52,0.464,0.331,0.0
2.5,4.67,3,1,0,9,80,2,10,0.38,0.499,0.0
0.69,6.46,3,1,0,4,22,1,57,0.628,0.63,0.0
0.8,4.05,1,0,1,13,12,5,2,0.771,0.691,0.0
0.23,5.12,1,0,0,5,559,5,38,0.369,0.217,0.0
0.88,3.95,1,1,0,4,531,1,66,0.121,0.103,0.0
0.16,4.58,2,1,1,30,24,1,8,0.705,0.797,0.0
9.01,4.53,3,1,0,7,61,4,56,0.535,0.479,0.0
0.46,6.12,1,1,1,23,26,1,26,0.703,0.75,0.0
3.48,6.67,1,0,1,10,171,5,41,0.339,0.519,0.0
95.25,15.16,2,1,1,1,56,2,30,0.335,0.372,0.0
62.31,35.89,1,1,0,2,358,3,60,0.286,0.179,0.0
5.0,6.46,3,1,1,1,568,3,29,0.197,0.292,0.0
2.92,4.14,3,0,0,4,130,0,0,0.344,0.309,0.0
1.06,19.99,2,1,0,3,18,0,16,0.348,0.388,0.0
0.24,14.22,3,1,1,3,63,0,14,0.381,0.539,0.0
5.95,28.26,2,1,1,19,18,4,10,0.706,0.734,0.0
1.2,5.91,2,1,1,6,37,5,68,0.543,0.499,0.0
7.27,13.22,1,0,1,2,32,0,69,0.4,0.226,0.0
0.92,3.95,1,1,1,5,57,1,41,0.515,0.582,0.0
2.19,40.63,1,0,0,4,67,4,74,0.213,0.378,0.33
31.23,3.75,1,1,1,5,22,0,53,0.482,0.312,0.0
1.87,3.26,1,1,1,0,159,1,53,0.357,0.196,0.0
86.87,10.3,2,1,0,5,24,4,22,0.366,0.397,0.0
7.46,3.95,3,1,1,6,56,4,33,0.499,0.523,0.0
0.27,3.2,3,1,0,3,455,3,14,0.296,0.114,0.0
8.77,4.38,1,0,1,6,141,0,8,0.431,0.416,0.0
4.03,3.06,3,1,0,4,171,2,52,0.112,0.18,0.0
0.2,18.13,2,0,1,3,28,5,45,0.602,0.759,0.0
0.14,17.16,2,1,0,3,98,4,29,0.464,0.489,0.0
10.87,10.9,2,1,1,0,364,0,67,0.179,0.292,0.0
1.04,6.72,2,1,1,5,10,1,52,0.629,0.624,0.0
1.24,3.34,3,1,1,5,251,5,26,0.123,0.214,0.0
17.19,49.93,2,1,0,22,25,3,63,0.697,0.73,0.001
2.67,5.82,1,1,0,4,583,0,32,0.246,0.289,0.241
12.33,6.06,1,0,0,5,16,5,44,0.545,0.586,0.0
0.6,42.69,2,1,0,1,43,5,34,0.167,0.287,0.0
19.74,28.92,3,0,1,3,66,1,50,0.362,0.209,0.0
0.93,5.13,1,1,0,5,43,4,32,0.366,0.481,0.0
0.45,12.46,2,1,0,3,56,2,71,0.322,0.347,0.0
0.82,19.46,1,1,1,10,27,3,59,0.682,0.7,0.0
5.6,4.09,3,1,0,5,69,1,6,0.328,0.42,0.0
1.45,3.32,1,1,1,28,17,2,11,0.708,0.793,0.0
0.33,10.86,2,1,1,5,365,4,28,0.135,0.337,0.0
1.42,6.95,2,1,0,3,197,5,35,0.148,0.303,0.0
3.16,5.18,1,1,0,4,26,1,74,0.403,0.533,0.0
3.04,5.35,1,0,0,2,489,0,5,0.11,0.187,0.0
0.12,3.87,1,1,0,4,54,4,74,0.455,0.385,0.452
1.96,18.65,1,1,1,1,577,4,17,0.131,0.38,0.0
3.67,6.45,2,1,1,10,88,2,38,0.484,0.372,0.0
1.41,6.64,1,0,1,2,420,5,72,0.202,0.101,0.0
1.04,18.91,1,1,0,4,290,1,72,0.115,0.212,0.0
0.05,4.48,1,1,1,8,29,1,52,0.735,0.662,0.0
9.34,44.23,2,1,1,0,138,3,43,0.403,0.331,0.0
1.39,6.06,1,1,1,3,180,0,61,0.34,0.233,0.629
0.38,5.43,2,1,1,16,23,3,72,0.757,0.79,0.0
0.57,5.04,1,0,1,10,8,1,32,0.619,0.678,0.0
0.82,6.32,1,1,1,8,72,3,53,0.539,0.597,0.798
1.6,29.52,3,1,1,3,542,2,18,0.264,0.24,0.0
0.16,5.25,1,1,1,3,49,2,39,0.355,0.418,0.0
0.83,28.77,2,1,1,4,16,5,5,0.315,0.373,0.0
0.83,6.06,1,1,1,4,53,0,66,0.116,0.325,0.0
2.01,19.91,3,0,1,4,89,5,4,0.367,0.48,0.0
5.25,6.8,3,1,0,0,292,2,41,0.145,0.107,0.0
0.12,11.15,3,1,1,6,122,5,2,0.306,0.595,0.0
81.33,4.97,2,1,1,9,144,1,69,0.485,0.329,0.0
0.85,17.93,1,1,0,1,174,2,55,0.397,0.378,0.443
16.83,18.69,3,0,0,3,161,1,6,0.348,0.106,0.0
46.69,17.92,1,1,0,3,67,0,50,0.34,0.117,0.0
0.69,6.19,2,1,1,7,171,5,29,0.595,0.43,0.0
0.7,4.83,2,1,0,1,261,0,7,0.281,0.101,0.35
1.25,48.8,1,1,0,3,475,2,57,0.14,0.337,0.0
4.38,18.65,3,1,1,4,94,1,45,0.197,0.272,0.0
1.12,6.96,1,1,1,7,24,3,49,0.645,0.659,0.0
1.8,16.02,3,1,0,5,21,1,21,0.451,0.387,0.0
12.8,41.9,2,1,0,3,52,0,34,0.386,0.395,0.067
1.91,6.95,3,1,1,5,167,0,53,0.227,0.17,0.0
0.12,12.65,1,1,0,30,16,1,27,0.73,0.7,0.0
0.16,5.15,3,1,0,4,44,1,2,0.261,0.376,0.0
0.9,6.3,1,0,0,3,557,5,1,0.123,0.162,0.0
0.36,6.38,2,1,1,6,172,4,51,0.485,0.425,0.775
2.04,41.94,3,1,0,1,38,0,73,0.228,0.18,0.0
2.15,18.13,3,0,1,4,204,0,69,0.19,0.26,0.0
67.8,6.84,1,0,1,4,371,2,69,0.128,0.245,0.0
1.26,16.55,2,1,0,3,154,0,23,0.56,0.589,0.488
2.96,16.03,3,0,0,2,484,5,54,0.2,0.268,0.0
0.21,3.89,2,1,1,4,124,3,17,0.458,0.596,0.0
57.54,3.07,1,1,1,8,99,4,13,0.487,0.516,0.0
1.64,4.22,3,1,0,5,62,1,34,0.42,0.598,0.0
17.62,5.01,1,1,0,21,26,1,35,0.637,0.784,0.0
0.83,5.13,2,1,0,2,93,5,2,0.357,0.316,0.0
0.05,4.89,1,0,0,9,178,5,18,0.557,0.487,0.0
0.62,4.53,1,1,0,1,264,5,46,0.223,0.104,0.0
13.76,4.97,3,1,1,10,166,2,8,0.399,0.551,0.0
5.73,6.38,2,1,1,14,15,4,34,0.636,0.8,0.0
0.68,4.73,3,0,0,8,104,5,5,0.58,0.553,0.0
2.43,31.05,1,0,0,6,35,4,21,0.587,0.353,0.0
0.31,4.36,1,1,1,7,74,2,0,0.35,0.473,0.762
0.76,18.99,3,0,0,13,26,4,55,0.698,0.783,0.0
6.32,5.42,1,1,0,4,20,4,52,0.579,0.449,0.0
1.46,17.43,2,0,0,1,426,4,16,0.179,0.281,0.0
5.0,45.17,3,1,1,10,14,5,37,0.781,0.779,0.0
73.65,34.85,3,1,0,7,15,1,72,0.674,0.606,0.0
2.89,46.55,2,1,1,0,539,4,71,0.266,0.168,0.0
0.9,44.66,2,1,1,3,31,1,25,0.47,0.302,0.0
0.37,4.14,1,1,1,26,13,5,69,0.78,0.649,0.0
1.96,4.8,2,1,1,4,168,3,20,0.285,0.321,0.29
0.31,12.54,2,1,0,1,241,4,46,0.283,0.258,0.0
8.3,30.34,2,0,0,7,21,5,37,0.645,0.709,0.0
16.77,4.67,2,0,0,3,96,3,13,0.354,0.314,0.0
2.1,5.74,2,0,1,25,25,4,26,0.722,0.718,0.24
0.99,10.16,3,1,1,4,40,0,58,0.445,0.398,0.722
0.38,31.25,3,1,0,1,52,5,10,0.141,0.233,0.0
55.54,4.22,2,1,1,3,76,2,36,0.403,0.519,0.0
1.85,16.02,1,1,0,1,183,1,56,0.187,0.313,0.394
0.81,5.55,1,1,0,2,278,2,61,0.263,0.266,0.0
0.33,5.7,1,1,0,4,74,1,14,0.256,0.313,0.0
14.94,27.93,3,1,1,10,2,1,55,0.612,0.761,0.0
4.67,3.78,2,0,0,5,48,3,46,0.488,0.402,0.0
0.22,3.08,2,0,1,4,17,3,0,0.346,0.373,0.0
1.43,5.11,1,1,1,1,53,3,22,0.363,0.329,0.653
2.17,14.53,2,1,0,5,59,4,18,0.308,0.272,0.0
1.58,3.81,2,1,1,10,87,1,8,0.365,0.559,0.0
53.26,16.37,3,1,1,5,17,0,29,0.648,0.724,0.0
1.44,5.47,3,0,1,5,21,3,31,0.473,0.51,0.0
4.48,4.07,3,1,0,3,162,5,22,0.228,0.223,0.0
0.09,14.57,2,1,0,9,17,4,52,0.462,0.597,0.0
68.24,12.51,3,1,1,8,55,0,36,0.515,0.479,0.0
78.01,3.97,1,1,1,5,33,1,52,0.364,0.323,0.0
2.44,3.86,3,1,1,9,124,0,29,0.343,0.496,0.0
0.16,5.53,2,0,0,5,404,0,1,0.301,0.241,0.0
1.86,4.37,2,0,1,8,74,4,44,0.5,0.438,0.0
6.79,15.04,1,0,0,0,180,1,44,0.116,0.18,0.0
98.87,5.59,1,1,0,10,178,0,25,0.591,0.513,0.0
9.96,3.59,3,1,0,5,39,5,29,0.493,0.441,0.0
2.31,5.41,1,0,1,3,132,0,41,0.257,0.324,0.34
0.6,19.14,3,1,1,5,14,4,12,0.465,0.319,0.0
2.06,6.75,2,0,1,3,161,5,23,0.522,0.338,0.0
0.94,6.65,2,0,0,4,179,4,63,0.297,0.365,0.0
62.98,4.59,1,1,1,5,537,1,60,0.177,0.365,0.0
0.49,15.28,1,1,1,9,11,5,3,0.516,0.55,0.0
2.67,4.85,3,0,0,5,131,3,14,0.481,0.453,0.0
1.98,50.0,2,1,1,5,150,5,21,0.413,0.536,0.0
0.58,4.23,3,1,1,10,14,3,14,0.586,0.458,0.0
6.47,30.48,2,1,1,4,101,1,5,0.193,0.232,0.0
0.93,43.4,2,0,0,3,62,3,42,0.335,0.458,0.0
10.88,18.72,3,1,0,0,22,2,37,0.219,0.385,0.0
0.57,6.85,3,1,0,4,132,2,15,0.345,0.424,0.0
1.75,6.45,1,1,0,10,85,5,63,0.428,0.535,0.0
1.24,5.46,2,1,1,10,25,5,55,0.65,0.718,0.0
0.42,3.58,1,1,1,1,115,5,57,0.223,0.348,0.0
1.14,4.04,1,1,1,6,158,4,29,0.445,0.371,0.0
1.17,5.45,3,1,1,0,23,1,26,0.35,0.348,0.0
0.62,6.42,1,1,0,9,97,4,44,0.488,0.57,0.0
